[0/0] en-ewt (retroprobe)...
Path 'exp/run/retroprobe/en-ewt-rs41' does not exist. Creating...
Loaded data splits train: 28648, dev: 2419, test: 2175 with filter <UniversalDependenciesIndexFilter: 31067 indices>.
Loaded <UniversalDependenciesTreebank (all.conllu): 7664 sentences>.
Loaded <UniversalDependenciesTreebank (ar_padt-ud-dev.conllu): 909 sentences>.
Loaded <UniversalDependenciesTreebank (ar_padt-ud-test.conllu): 680 sentences>.
Loaded <UniversalDependenciesTreebank (ar_padt-ud-train.conllu): 6075 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 8993 sentences>.
Loaded <UniversalDependenciesTreebank (eu_bdt-ud-dev.conllu): 1798 sentences>.
Loaded <UniversalDependenciesTreebank (eu_bdt-ud-test.conllu): 1799 sentences>.
Loaded <UniversalDependenciesTreebank (eu_bdt-ud-train.conllu): 5396 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 4997 sentences>.
Loaded <UniversalDependenciesTreebank (zh_gsd-ud-dev.conllu): 500 sentences>.
Loaded <UniversalDependenciesTreebank (zh_gsd-ud-test.conllu): 500 sentences>.
Loaded <UniversalDependenciesTreebank (zh_gsd-ud-train.conllu): 3997 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 16621 sentences>.
Loaded <UniversalDependenciesTreebank (en_ewt-ud-dev.conllu): 2001 sentences>.
Loaded <UniversalDependenciesTreebank (en_ewt-ud-test.conllu): 2077 sentences>.
Loaded <UniversalDependenciesTreebank (en_ewt-ud-train.conllu): 12543 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 15136 sentences>.
Loaded <UniversalDependenciesTreebank (fi_tdt-ud-dev.conllu): 1364 sentences>.
Loaded <UniversalDependenciesTreebank (fi_tdt-ud-test.conllu): 1555 sentences>.
Loaded <UniversalDependenciesTreebank (fi_tdt-ud-train.conllu): 12217 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 6216 sentences>.
Loaded <UniversalDependenciesTreebank (he_htb-ud-dev.conllu): 484 sentences>.
Loaded <UniversalDependenciesTreebank (he_htb-ud-test.conllu): 491 sentences>.
Loaded <UniversalDependenciesTreebank (he_htb-ud-train.conllu): 5241 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 16647 sentences>.
Loaded <UniversalDependenciesTreebank (hi_hdtb-ud-dev.conllu): 1659 sentences>.
Loaded <UniversalDependenciesTreebank (hi_hdtb-ud-test.conllu): 1684 sentences>.
Loaded <UniversalDependenciesTreebank (hi_hdtb-ud-train.conllu): 13304 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 14167 sentences>.
Loaded <UniversalDependenciesTreebank (it_isdt-ud-dev.conllu): 564 sentences>.
Loaded <UniversalDependenciesTreebank (it_isdt-ud-test.conllu): 482 sentences>.
Loaded <UniversalDependenciesTreebank (it_isdt-ud-train.conllu): 13121 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 8100 sentences>.
Loaded <UniversalDependenciesTreebank (ja_gsd-ud-dev.conllu): 507 sentences>.
Loaded <UniversalDependenciesTreebank (ja_gsd-ud-test.conllu): 543 sentences>.
Loaded <UniversalDependenciesTreebank (ja_gsd-ud-train.conllu): 7050 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 6339 sentences>.
Loaded <UniversalDependenciesTreebank (ko_gsd-ud-dev.conllu): 950 sentences>.
Loaded <UniversalDependenciesTreebank (ko_gsd-ud-test.conllu): 989 sentences>.
Loaded <UniversalDependenciesTreebank (ko_gsd-ud-train.conllu): 4400 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 61889 sentences>.
Loaded <UniversalDependenciesTreebank (ru_syntagrus-ud-dev.conllu): 6584 sentences>.
Loaded <UniversalDependenciesTreebank (ru_syntagrus-ud-test.conllu): 6491 sentences>.
Loaded <UniversalDependenciesTreebank (ru_syntagrus-ud-train.conllu): 48814 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 6026 sentences>.
Loaded <UniversalDependenciesTreebank (sv_talbanken-ud-dev.conllu): 504 sentences>.
Loaded <UniversalDependenciesTreebank (sv_talbanken-ud-test.conllu): 1219 sentences>.
Loaded <UniversalDependenciesTreebank (sv_talbanken-ud-train.conllu): 4303 sentences>.
Loaded <UniversalDependenciesTreebank (all.conllu): 5635 sentences>.
Loaded <UniversalDependenciesTreebank (tr_imst-ud-dev.conllu): 988 sentences>.
Loaded <UniversalDependenciesTreebank (tr_imst-ud-test.conllu): 983 sentences>.
Loaded <UniversalDependenciesTreebank (tr_imst-ud-train.conllu): 3664 sentences>.
Loaded <UniversalDependencies: 52 treebanks, 356860 sentences> with 37 dependency relations.
Loaded training split with 28648 sentences.
Loaded dev split with 2419 sentences.
Some weights of the model checkpoint at bert-base-multilingual-cased were not used when initializing BertModel: ['cls.predictions.bias', 'cls.seq_relationship.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.bias', 'cls.seq_relationship.weight', 'cls.predictions.decoder.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Constructed 'retroprobe' model:
RetroProbe:
  <BertModel: "bert-base-multilingual-cased", Layers [6, 7]>
  <RootedGraphPredictor: 768 -> 128>
  <DependencyLabelClassifier: 1536 -> 37>
Moved parser to CUDA device ('cuda').
Using RootedDependencyLoss with DependencyDistanceLoss and CrossEntropyLoss.
Optimizing using AdamW with learning rate 0.001.
Scheduler ReduceLROnPlateau reduces learning rate by 0.1 after 1 epoch without improvement.
Ignored unknown kwarg option direction
 [Train | Batch 1 | 0.11%] Acc: no-decode, Loss: 23.72 + 13.21 = 36.9327Ignored unknown kwarg option direction
[Train | Batch 576 | 64.34%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9251Ignored unknown kwarg option direction
[Train | Batch 577 | 64.45%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9251Ignored unknown kwarg option direction
[Train | Batch 578 | 64.56%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9250Ignored unknown kwarg option direction
[Train | Batch 579 | 64.67%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9253Ignored unknown kwarg option direction
[Train | Batch 580 | 64.79%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9253Ignored unknown kwarg option direction
[Train | Batch 581 | 64.90%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9252Ignored unknown kwarg option direction
[Train | Batch 582 | 65.01%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9252Ignored unknown kwarg option direction
[Train | Batch 583 | 65.12%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9252Ignored unknown kwarg option direction
[Train | Batch 584 | 65.23%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9255Ignored unknown kwarg option direction
[Train | Batch 585 | 65.34%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9255Ignored unknown kwarg option direction
[Train | Batch 586 | 65.46%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9255Ignored unknown kwarg option direction
[Train | Batch 587 | 65.57%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9255Ignored unknown kwarg option direction
[Train | Batch 588 | 65.68%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9254Ignored unknown kwarg option direction
[Train | Batch 589 | 65.79%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9254Ignored unknown kwarg option direction
[Train | Batch 590 | 65.90%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9252Ignored unknown kwarg option direction
[Train | Batch 591 | 66.02%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9252Ignored unknown kwarg option direction
[Train | Batch 592 | 66.13%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9253Ignored unknown kwarg option direction
[Train | Batch 593 | 66.24%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9253Ignored unknown kwarg option direction
[Train | Batch 594 | 66.35%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9254Ignored unknown kwarg option direction
[Train | Batch 595 | 66.46%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9253Ignored unknown kwarg option direction
[Train | Batch 596 | 66.57%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9254Ignored unknown kwarg option direction
[Train | Batch 597 | 66.69%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9254Ignored unknown kwarg option direction
[Train | Batch 598 | 66.80%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9254Ignored unknown kwarg option direction
[Train | Batch 599 | 66.91%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9255Ignored unknown kwarg option direction
[Train | Batch 600 | 67.02%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9256Ignored unknown kwarg option direction
[Train | Batch 601 | 67.13%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9256Ignored unknown kwarg option direction
[Train | Batch 602 | 67.24%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9255Ignored unknown kwarg option direction
[Train | Batch 603 | 67.36%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9256Ignored unknown kwarg option direction
[Train | Batch 604 | 67.47%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9253Ignored unknown kwarg option direction
[Train | Batch 605 | 67.58%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9254Ignored unknown kwarg option direction
[Train | Batch 606 | 67.69%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9253Ignored unknown kwarg option direction
[Train | Batch 607 | 67.80%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9254Ignored unknown kwarg option direction
[Train | Batch 608 | 67.91%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9252Ignored unknown kwarg option direction
[Train | Batch 609 | 68.03%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9251Ignored unknown kwarg option direction
[Train | Batch 610 | 68.14%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9251Ignored unknown kwarg option direction
[Train | Batch 611 | 68.25%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9251Ignored unknown kwarg option direction
[Train | Batch 612 | 68.36%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9251Ignored unknown kwarg option direction
[Train | Batch 613 | 68.47%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9252Ignored unknown kwarg option direction
[Train | Batch 614 | 68.58%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9252Ignored unknown kwarg option direction
[Train | Batch 615 | 68.70%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9251Ignored unknown kwarg option direction
[Train | Batch 616 | 68.81%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9251Ignored unknown kwarg option direction
[Train | Batch 617 | 68.92%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9253Ignored unknown kwarg option direction
[Train | Batch 618 | 69.03%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9256Ignored unknown kwarg option direction
[Train | Batch 619 | 69.14%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9256Ignored unknown kwarg option direction
[Train | Batch 620 | 69.25%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9256Ignored unknown kwarg option direction
[Train | Batch 621 | 69.37%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9255Ignored unknown kwarg option direction
[Train | Batch 622 | 69.48%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9255Ignored unknown kwarg option direction
[Train | Batch 623 | 69.59%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9257Ignored unknown kwarg option direction
[Train | Batch 624 | 69.70%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9258Ignored unknown kwarg option direction
[Train | Batch 625 | 69.81%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9258Ignored unknown kwarg option direction
[Train | Batch 626 | 69.92%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9258Ignored unknown kwarg option direction
[Train | Batch 627 | 70.04%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9257Ignored unknown kwarg option direction
[Train | Batch 628 | 70.15%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9257Ignored unknown kwarg option direction
[Train | Batch 629 | 70.26%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9257Ignored unknown kwarg option direction
[Train | Batch 630 | 70.37%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9255Ignored unknown kwarg option direction
[Train | Batch 631 | 70.48%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9255Ignored unknown kwarg option direction
[Train | Batch 632 | 70.59%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9256Ignored unknown kwarg option direction
[Train | Batch 633 | 70.71%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9257Ignored unknown kwarg option direction
[Train | Batch 634 | 70.82%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9257Ignored unknown kwarg option direction
[Train | Batch 635 | 70.93%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9257Ignored unknown kwarg option direction
[Train | Batch 636 | 71.04%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9256Ignored unknown kwarg option direction
[Train | Batch 637 | 71.15%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9255Ignored unknown kwarg option direction
[Train | Batch 638 | 71.27%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9254Ignored unknown kwarg option direction
[Train | Batch 639 | 71.38%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9256Ignored unknown kwarg option direction
[Train | Batch 640 | 71.49%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9258Ignored unknown kwarg option direction
[Train | Batch 641 | 71.60%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9259Ignored unknown kwarg option direction
[Train | Batch 642 | 71.71%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9260Ignored unknown kwarg option direction
[Train | Batch 643 | 71.82%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9260Ignored unknown kwarg option direction
[Train | Batch 644 | 71.94%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9261Ignored unknown kwarg option direction
[Train | Batch 645 | 72.05%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 646 | 72.16%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 647 | 72.27%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 648 | 72.38%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 649 | 72.49%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 650 | 72.61%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 651 | 72.72%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9264Ignored unknown kwarg option direction
[Train | Batch 652 | 72.83%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9264Ignored unknown kwarg option direction
[Train | Batch 653 | 72.94%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 654 | 73.05%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9265Ignored unknown kwarg option direction
[Train | Batch 655 | 73.16%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9265Ignored unknown kwarg option direction
[Train | Batch 656 | 73.28%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9265Ignored unknown kwarg option direction
[Train | Batch 657 | 73.39%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9264Ignored unknown kwarg option direction
[Train | Batch 658 | 73.50%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 659 | 73.61%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 660 | 73.72%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9260Ignored unknown kwarg option direction
[Train | Batch 661 | 73.83%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9259Ignored unknown kwarg option direction
[Train | Batch 662 | 73.95%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9260Ignored unknown kwarg option direction
[Train | Batch 663 | 74.06%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9260Ignored unknown kwarg option direction
[Train | Batch 664 | 74.17%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9261Ignored unknown kwarg option direction
[Train | Batch 665 | 74.28%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 666 | 74.39%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 667 | 74.50%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 668 | 74.62%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 669 | 74.73%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 670 | 74.84%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 671 | 74.95%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 672 | 75.06%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 673 | 75.17%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 674 | 75.29%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9261Ignored unknown kwarg option direction
[Train | Batch 675 | 75.40%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 676 | 75.51%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 677 | 75.62%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9261Ignored unknown kwarg option direction
[Train | Batch 678 | 75.73%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 679 | 75.84%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 680 | 75.96%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9261Ignored unknown kwarg option direction
[Train | Batch 681 | 76.07%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9260Ignored unknown kwarg option direction
[Train | Batch 682 | 76.18%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9259Ignored unknown kwarg option direction
[Train | Batch 683 | 76.29%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 684 | 76.40%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 685 | 76.51%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 686 | 76.63%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9261Ignored unknown kwarg option direction
[Train | Batch 687 | 76.74%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9260Ignored unknown kwarg option direction
[Train | Batch 688 | 76.85%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9260Ignored unknown kwarg option direction
[Train | Batch 689 | 76.96%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9261Ignored unknown kwarg option direction
[Train | Batch 690 | 77.07%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9260Ignored unknown kwarg option direction
[Train | Batch 691 | 77.19%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9259Ignored unknown kwarg option direction
[Train | Batch 692 | 77.30%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9258Ignored unknown kwarg option direction
[Train | Batch 693 | 77.41%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9258Ignored unknown kwarg option direction
[Train | Batch 694 | 77.52%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9261Ignored unknown kwarg option direction
[Train | Batch 695 | 77.63%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9264Ignored unknown kwarg option direction
[Train | Batch 696 | 77.74%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 697 | 77.86%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9264Ignored unknown kwarg option direction
[Train | Batch 698 | 77.97%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9264Ignored unknown kwarg option direction
[Train | Batch 699 | 78.08%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9266Ignored unknown kwarg option direction
[Train | Batch 700 | 78.19%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9268Ignored unknown kwarg option direction
[Train | Batch 701 | 78.30%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9267Ignored unknown kwarg option direction
[Train | Batch 702 | 78.41%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9268Ignored unknown kwarg option direction
[Train | Batch 703 | 78.53%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9266Ignored unknown kwarg option direction
[Train | Batch 704 | 78.64%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9266Ignored unknown kwarg option direction
[Train | Batch 705 | 78.75%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9266Ignored unknown kwarg option direction
[Train | Batch 706 | 78.86%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9266Ignored unknown kwarg option direction
[Train | Batch 707 | 78.97%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 708 | 79.08%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9265Ignored unknown kwarg option direction
[Train | Batch 709 | 79.20%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9264Ignored unknown kwarg option direction
[Train | Batch 710 | 79.31%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 711 | 79.42%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9264Ignored unknown kwarg option direction
[Train | Batch 712 | 79.53%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9264Ignored unknown kwarg option direction
[Train | Batch 713 | 79.64%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 714 | 79.75%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 715 | 79.87%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 716 | 79.98%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 717 | 80.09%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 718 | 80.20%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9264Ignored unknown kwarg option direction
[Train | Batch 719 | 80.31%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9264Ignored unknown kwarg option direction
[Train | Batch 720 | 80.42%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9266Ignored unknown kwarg option direction
[Train | Batch 721 | 80.54%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9266Ignored unknown kwarg option direction
[Train | Batch 722 | 80.65%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 723 | 80.76%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 724 | 80.87%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 725 | 80.98%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 726 | 81.09%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 727 | 81.21%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 728 | 81.32%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 729 | 81.43%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 730 | 81.54%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 731 | 81.65%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9263Ignored unknown kwarg option direction
[Train | Batch 732 | 81.76%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9261Ignored unknown kwarg option direction
[Train | Batch 733 | 81.88%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9262Ignored unknown kwarg option direction
[Train | Batch 734 | 81.99%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9261Ignored unknown kwarg option direction
[Train | Batch 735 | 82.10%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9259Ignored unknown kwarg option direction
[Train | Batch 736 | 82.21%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9261Ignored unknown kwarg option direction
[Train | Batch 737 | 82.32%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9260Ignored unknown kwarg option direction
[Train | Batch 738 | 82.44%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9259Ignored unknown kwarg option direction
[Train | Batch 739 | 82.55%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9258Ignored unknown kwarg option direction
[Train | Batch 740 | 82.66%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9258Ignored unknown kwarg option direction
[Train | Batch 741 | 82.77%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9256Ignored unknown kwarg option direction
[Train | Batch 742 | 82.88%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9257Ignored unknown kwarg option direction
[Train | Batch 743 | 82.99%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9258Ignored unknown kwarg option direction
[Train | Batch 744 | 83.11%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9259Ignored unknown kwarg option direction
[Train | Batch 745 | 83.22%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9258Ignored unknown kwarg option direction
[Train | Batch 746 | 83.33%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9258Ignored unknown kwarg option direction
[Train | Batch 747 | 83.44%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9257Ignored unknown kwarg option direction
[Train | Batch 748 | 83.55%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9256Ignored unknown kwarg option direction
[Train | Batch 749 | 83.66%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9256Ignored unknown kwarg option direction
[Train | Batch 750 | 83.78%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9255Ignored unknown kwarg option direction
[Train | Batch 751 | 83.89%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9255Ignored unknown kwarg option direction
[Train | Batch 752 | 84.00%] Acc: no-decode, Loss: 0.57 + 0.36 = 0.9254Ignored unknown kwarg option direction
